Subject,Language,Domain,Metric
54353,python,ml,2.0
54354,python,comp,1.0
54355,python,ml,2.0
54356,python,lang,1.0
54357,python,ml,1.0
54358,python,ml,1.0
54359,python,ml,3.0
54360,python,ml,1.0
54361,python,ml,1.0
54362,python,backend,1.0
54363,python,comp,1.0
54364,python,ml,1.0
54365,python,backend,1.0
54366,python,ml,1.0
54367,python,lang,1.0
54368,python,backend,1.0
54369,python,ml,1.0
54370,python,ml,1.0
54371,python,ml,2.0
54372,python,ml,1.0
54373,python,comp,1.0
54374,python,lang,1.0
54375,python,ml,1.5
54376,python,ml,1.0
54377,python,ml,1.0
54378,python,comp,2.0
54379,python,comp,1.0
54380,python,comp,1.0
54381,python,ml,1.0
54382,python,ml,2.0
54383,python,comp,1.0
54384,python,backend,1.0
54385,python,comp,1.0
54386,python,ml,1.0
54387,python,ml,1.0
54388,python,ml,1.0
54389,python,ml,2.0
54390,python,ml,2.0
54391,python,ml,1.0
54392,python,db,1.0
54393,python,ml,2.0
54394,python,ml,1.0
54395,python,ml,1.0
54396,python,ml,2.0
54397,python,backend,2.0
54398,python,comp,1.0
54399,python,ml,2.0
54400,python,ml,1.0
54401,python,ml,1.0
54402,python,ml,1.0
54403,python,db,1.0
54404,python,comp,1.0
54405,python,ml,2.0
54406,python,ml,1.0
54407,python,db,2.5
54408,python,ml,2.0
54409,python,ml,1.0
54410,python,ml,1.0
54411,python,ml,1.0
54412,python,comp,1.0
54413,python,ml,2.0
54414,python,ml,1.0
54415,python,ml,1.5
54416,python,ml,2.0
54417,python,ml,2.0
54418,python,ml,1.0
54419,python,backend,1.0
54420,python,ml,1.0
54421,python,ml,1.0
54422,python,ml,1.0
54423,python,ml,1.0
54424,python,ml,1.0
54425,python,ml,2.0
54426,python,comp,1.0
54427,python,comp,1.0
54428,python,db,2.0
54429,python,ml,2.0
54430,python,ml,1.0
54431,python,comp,1.0
54432,python,frontend,1.0
54433,python,backend,2.0
54434,python,backend,1.0
54435,python,ml,1.0
54436,python,comp,2.0
54437,python,ml,1.0
54438,python,ml,2.0
54439,python,ml,1.0
54440,python,comp,1.0
54441,python,ml,1.0
54442,python,ml,2.0
54443,python,ml,1.0
54444,python,backend,1.0
54445,python,ml,1.0
54446,python,db,2.5
54447,python,ml,2.0
54448,python,comp,1.0
54449,python,lang,1.0
54450,python,ml,1.0
54451,python,comp,1.0
54452,python,ml,1.0
54453,python,backend,2.0
54454,python,backend,1.0
54455,python,comp,1.0
54456,python,ml,2.0
54457,python,ml,1.0
54458,python,lang,1.0
54459,python,comp,1.0
54460,python,backend,1.0
54461,python,comp,1.0
54462,python,ml,1.5
54463,python,backend,1.0
54464,python,ml,1.0
54465,python,ml,1.0
54466,python,ml,2.0
54467,python,ml,2.0
54468,python,ml,1.5
54469,python,backend,1.0
54470,python,ml,1.0
54471,python,ml,2.0
54472,python,ml,1.0
54473,python,comp,1.0
54474,python,game,1.0
54475,python,ml,1.0
54476,python,frontend,1.0
54477,python,ml,2.0
54478,python,ml,1.5
54479,python,lang,1.0
54480,python,ml,2.0
54481,python,ml,1.0
54482,python,ml,1.5
54483,python,ml,1.0
54484,python,ml,1.0
54485,python,ml,1.0
54486,python,ml,1.0
54487,python,ml,2.0
54488,python,ml,2.0
54489,python,ml,1.0
54490,python,ml,1.0
54491,python,ml,2.0
54492,python,ml,1.0
54493,python,comp,3.0
54494,python,comp,1.0
54495,python,ml,1.0
54496,python,lang,2.0
54497,python,ml,1.0
54498,python,ml,1.0
54499,python,lang,1.0
54500,python,backend,1.0
54501,python,ml,1.0
54502,python,ml,2.0
54503,python,backend,3.0
54504,python,ml,2.0
54505,python,backend,1.0
54506,python,comp,1.0
54507,python,backend,1.0
54508,python,backend,1.0
54509,python,comp,1.0
54510,python,ml,1.0
54511,python,ml,3.0
54512,python,db,1.0
54513,python,comp,1.0
54514,python,ml,1.0
54515,python,ml,1.0
54516,python,ml,2.0
54517,python,ml,1.0
54518,python,comp,1.0
54519,python,ml,1.0
54520,python,ml,1.0
54521,python,ml,1.0
54522,python,ml,1.0
54523,python,ml,1.0
54524,python,lang,1.0
54525,python,lang,2.0
54526,python,lang,1.0
54527,python,ml,2.0
54528,python,comp,2.0
54529,python,ml,1.0
54530,python,comp,1.0
54531,python,ml,1.0
54532,python,ml,1.0
54533,python,comp,1.0
54534,python,ml,1.0
54535,python,comp,1.0
54536,python,ml,2.0
54537,python,lang,1.0
54538,python,ml,1.0
54539,python,ml,1.0
54540,python,ml,2.5
54541,python,comp,1.0
54542,python,ml,1.0
54543,python,comp,1.0
54544,python,ml,1.5
54545,python,ml,1.0
54546,python,ml,1.0
54547,python,backend,1.0
54548,python,comp,1.0
54549,python,ml,1.0
54550,python,ml,1.0
54551,python,ml,1.0
54552,python,backend,1.0
54553,python,ml,1.0
54554,python,ml,1.0
54555,python,comp,1.0
54556,python,lang,1.0
54557,python,lang,1.0
54558,python,ml,1.0
54559,python,backend,2.0
54560,python,ml,1.0
54561,python,ml,1.0
54562,python,db,2.0
54563,python,ml,1.0
54564,python,ml,2.0
54565,python,comp,1.0
54566,python,ml,1.0
54567,python,ml,1.0
54568,python,ml,2.0
54569,python,ml,1.5
54570,python,backend,2.0
54571,python,ml,1.0
54572,python,ml,2.0
54573,python,ml,2.5
54574,python,ml,1.0
54575,python,ml,2.0
54576,python,comp,1.0
54577,python,comp,1.0
54578,python,comp,1.0
54579,python,ml,1.0
54580,python,frontend,1.0
54581,python,lang,1.0
54582,python,ml,1.0
54583,python,ml,1.0
54584,python,db,1.0
54585,python,ml,2.0
54586,python,ml,1.0
54587,python,ml,1.0
54588,python,ml,1.0
54589,python,ml,1.0
54590,python,comp,1.0
54591,python,lang,1.0
54592,python,ml,2.0
54593,python,ml,1.0
54594,python,ml,1.0
54595,python,ml,2.0
54596,python,comp,1.0
54597,python,ml,1.0
54598,python,comp,2.0
54599,python,ml,1.0
54600,python,ml,1.0
54601,python,lang,1.0
54602,python,ml,1.0
54603,python,db,1.0
54604,python,ml,3.0
54605,python,backend,1.0
54606,python,ml,1.0
54607,python,ml,2.0
54608,python,ml,1.0
54609,python,ml,1.0
54610,python,ml,1.0
54611,python,ml,1.5
54612,python,ml,2.0
54613,python,ml,1.0
54614,python,ml,4.0
54615,python,ml,1.0
54616,python,ml,1.0
54617,python,ml,1.0
54618,python,backend,2.0
54619,python,comp,1.0
54620,python,ml,1.0
54621,python,ml,1.0
54622,python,ml,1.0
54623,python,ml,1.5
54624,python,ml,1.0
54625,python,comp,4.0
54626,python,ml,2.0
54627,python,ml,1.0
54628,python,comp,1.0
54629,python,ml,2.0
54630,python,backend,1.0
54631,python,comp,1.0
54632,python,comp,1.0
54633,python,ml,1.0
54634,python,comp,1.0
54635,python,backend,1.0
54636,python,ml,1.0
54637,python,ml,2.0
54638,python,ml,1.0
54639,python,comp,2.0
54640,python,comp,1.0
54641,python,comp,1.0
54642,python,db,1.0
54643,python,ml,1.0
54644,python,ml,1.0
54645,python,ml,1.0
54646,python,ml,1.0
54647,python,ml,1.0
54648,python,comp,1.0
54649,python,comp,1.0
54650,python,ml,1.0
54651,python,comp,1.0
54652,python,ml,1.0
54653,python,ml,2.0
54654,python,ml,1.0
54655,python,db,1.0
54656,python,comp,1.0
54657,python,db,1.0
54658,python,ml,2.0
54659,python,ml,1.0
54660,python,backend,1.0
54661,python,comp,1.0
54662,python,ml,2.0
54663,python,ml,1.0
54664,python,ml,1.0
54665,python,ml,1.0
54666,python,ml,2.0
54667,python,ml,1.0
54668,python,ml,1.0
54669,python,backend,1.0
54670,python,ml,1.0
54671,python,ml,1.0
54672,python,ml,1.0
54673,python,ml,1.0
54674,python,ml,1.0
54675,python,ml,1.0
54676,python,comp,1.0
54677,python,ml,1.0
54678,python,backend,1.0
54679,python,ml,1.0
54680,python,lang,1.0
54681,python,ml,2.0
54682,python,ml,2.0
54683,python,comp,1.0
54684,python,comp,1.0
54685,python,ml,1.0
54686,python,ml,2.0
54687,python,ml,1.0
54688,python,ml,1.0
54689,python,ml,1.0
54690,python,ml,1.0
54691,python,backend,1.0
54692,python,ml,1.0
54693,python,ml,1.0
54694,python,comp,1.0
54695,python,comp,1.0
54696,python,backend,1.0
54697,python,comp,1.0
54698,python,ml,1.0
54699,python,ml,1.0
54700,python,ml,1.0
54701,python,backend,1.0
54702,python,lang,1.0
54703,python,ml,1.0
54704,python,ml,1.0
54705,python,backend,1.0
54706,python,ml,1.0
54707,python,ml,1.0
54708,python,ml,1.0
54709,python,ml,2.0
54710,python,comp,1.0
54711,python,ml,1.0
54712,python,ml,1.5
54713,python,ml,1.0
54714,python,ml,1.0
54715,python,ml,2.0
54716,python,ml,1.0
54717,python,ml,2.0
54718,python,ml,2.0
54719,python,ml,2.0
54720,python,lang,1.0
54721,python,ml,1.5
54722,python,ml,1.0
54723,python,backend,1.0
54724,python,ml,1.0
54725,python,comp,1.0
54726,python,ml,1.0
54727,python,lang,1.0
54728,python,ml,1.0
54729,python,ml,1.0
54730,python,backend,3.0
54731,python,lang,2.0
54732,python,ml,1.0
54733,python,ml,1.0
54734,python,comp,1.0
54735,python,ml,1.5
54736,python,ml,2.0
54737,python,comp,1.0
54738,python,ml,1.0
54739,python,ml,1.0
54740,python,comp,1.0
54741,python,comp,1.0
54742,python,backend,1.0
54743,python,backend,1.0
54744,python,ml,1.0
54745,python,ml,1.0
54746,python,ml,1.0
54747,python,ml,2.0
54748,python,backend,1.0
54749,python,lang,1.0
54750,python,backend,1.0
54751,python,ml,1.0
54752,python,ml,1.0
54753,python,ml,1.0
54754,python,comp,1.0
54755,python,ml,1.0
54756,python,db,1.0
54757,python,ml,1.0
54758,python,ml,2.0
54759,python,lang,1.0
54760,python,backend,1.0
54761,python,ml,1.0
54762,python,ml,1.0
54763,python,ml,1.0
54764,python,ml,1.0
54765,python,ml,1.0
54766,python,ml,1.0
54767,python,ml,1.0
54768,python,lang,1.0
54769,python,ml,1.0
54770,python,comp,1.0
54771,python,lang,1.0
54772,python,ml,1.0
54773,python,comp,1.0
54774,python,ml,1.0
54775,python,comp,1.0
54776,python,ml,1.0
54777,python,ml,1.0
54778,python,ml,2.0
54779,python,ml,1.0
54780,python,ml,1.0
54781,python,comp,1.0
54782,python,backend,1.0
54783,python,ml,2.0
54784,python,backend,1.5
54785,python,ml,1.0
54786,python,ml,1.0
54787,python,backend,2.0
54788,python,backend,1.0
54789,python,ml,2.0
54790,python,comp,2.0
54791,python,ml,2.0
54792,python,comp,1.0
54793,python,comp,1.0
54794,python,ml,1.0
54795,python,ml,2.0
54796,python,ml,1.0
54797,python,backend,1.0
54798,python,comp,1.0
54799,python,ml,1.0
54800,python,ml,1.0
54801,python,backend,1.0
54802,python,ml,1.5
54803,python,ml,2.0
54804,python,comp,1.0
54805,python,ml,2.0
54806,python,ml,1.0
54807,python,ml,2.0
54808,python,ml,1.0
54809,python,ml,1.0
54810,python,lang,1.0
54811,python,lang,1.0
54812,python,ml,1.0
54813,python,comp,1.0
54814,python,ml,1.0
54815,python,ml,1.0
54816,python,comp,1.0
54817,python,ml,1.0
54818,python,ml,1.0
54819,python,ml,2.0
54820,python,ml,1.0
54821,python,ml,1.0
54822,python,ml,1.0
54823,python,backend,1.0
54824,python,ml,1.0
54825,python,backend,1.0
54826,python,ml,2.0
54827,python,ml,1.0
54828,python,comp,1.0
54829,python,ml,1.0
54830,python,ml,1.0
54831,python,comp,1.0
54832,python,db,1.0
54833,python,backend,1.0
54834,python,ml,1.0
54835,python,db,1.0
54836,python,lang,2.0
54837,python,backend,2.0
54838,python,ml,2.0
54839,python,ml,1.5
54840,python,ml,2.0
54841,python,ml,1.0
54842,python,db,1.0
54843,python,lang,1.0
54844,python,ml,1.0
54845,python,ml,1.0
54846,python,ml,1.0
54847,python,comp,1.0
54848,python,ml,1.0
54849,python,comp,2.0
54850,python,comp,3.0
54851,python,ml,1.0
54852,python,comp,2.0
54853,python,ml,1.0
54854,python,ml,1.0
54855,python,ml,1.0
54856,python,ml,1.0
54857,python,ml,1.0
54858,python,ml,1.0
54859,python,comp,1.0
54860,python,comp,1.0
54861,python,backend,1.0
54862,python,comp,1.0
54863,python,ml,1.0
54864,python,ml,1.0
54865,python,lang,1.0
54866,python,ml,1.0
54867,python,ml,1.0
54868,python,ml,1.0
54869,python,ml,2.0
54870,python,ml,1.0
54871,python,ml,1.0
54872,python,comp,1.0
54873,python,ml,2.0
54874,python,backend,2.0
54875,python,ml,1.0
54876,python,ml,1.0
54877,python,ml,1.0
54878,python,ml,1.0
54879,python,ml,1.0
54880,python,lang,1.0
54881,python,comp,1.0
54882,python,backend,1.0
54883,python,ml,1.0
54884,python,ml,1.0
54885,python,ml,2.0
54886,python,ml,2.0
54887,python,comp,1.0
54888,python,ml,1.0
54889,python,ml,1.0
54890,python,ml,2.0
54891,python,db,1.0
54892,python,backend,1.0
54893,python,ml,1.0
54894,python,ml,1.0
54895,python,comp,1.0
54896,python,backend,1.0
54897,python,lang,1.0
54898,python,backend,1.0
54899,python,backend,1.0
54900,python,ml,1.0
54901,python,db,2.5
54902,python,db,1.0
54903,python,backend,1.0
54904,python,ml,1.0
54905,python,ml,1.0
54906,python,ml,2.5
54907,python,ml,1.0
54908,python,ml,1.0
54909,python,comp,1.0
54910,python,comp,1.0
54911,python,ml,2.0
54912,python,comp,1.0
54913,python,ml,1.0
54914,python,ml,1.0
54915,python,lang,1.0
54916,python,ml,2.0
54917,python,backend,1.0
54918,python,ml,1.0
54919,python,ml,1.0
54920,python,ml,1.0
54921,python,comp,1.0
54922,python,comp,1.0
54923,python,ml,1.0
54924,python,comp,1.0
54925,python,lang,1.0
54926,python,comp,1.0
54927,python,db,1.0
54928,python,ml,1.0
54929,python,comp,1.0
54930,python,ml,1.0
54931,python,backend,1.0
54932,python,ml,1.0
54933,python,backend,1.0
54934,python,ml,2.0
54935,python,ml,1.0
54936,python,ml,1.0
54937,python,db,2.0
54938,python,lang,1.0
54939,python,comp,1.0
54940,python,ml,1.0
54941,python,ml,1.0
54942,python,ml,1.0
54943,python,comp,2.0
54944,python,comp,1.0
54945,python,comp,1.0
54946,python,ml,1.0
54947,python,lang,1.0
54948,python,ml,1.0
54949,python,ml,1.0
54950,python,ml,1.0
54951,python,ml,2.0
54952,python,ml,1.0
54953,python,db,1.0
54954,python,ml,1.5
54955,python,ml,1.0
54956,python,ml,1.0
54957,python,comp,1.0
54958,python,ml,1.0
54959,python,ml,1.0
54960,python,ml,1.0
54961,python,game,2.0
54962,python,backend,1.0
54963,python,comp,2.0
54964,python,ml,1.0
54965,python,ml,1.0
54966,python,ml,2.0
54967,python,ml,2.0
54968,python,ml,1.0
54969,python,ml,2.0
54970,python,db,1.0
54971,python,ml,2.0
54972,python,ml,1.0
54973,python,backend,1.0
54974,python,db,1.0
54975,python,ml,2.5
54976,python,ml,1.0
54977,python,backend,2.5
54978,python,ml,1.0
54979,python,ml,1.0
54980,python,ml,1.0
54981,python,backend,1.0
54982,python,ml,1.0
54983,python,game,1.0
54984,python,ml,1.0
54985,python,ml,1.0
54986,python,ml,2.0
54987,python,backend,1.0
54988,python,ml,1.0
54989,python,ml,2.0
54990,python,ml,2.0
54991,python,ml,1.0
54992,python,ml,1.0
54993,python,ml,1.0
54994,python,ml,2.0
54995,python,ml,1.5
54996,python,ml,1.0
54997,python,comp,1.0
54998,python,ml,2.0
54999,python,ml,1.0
55000,python,ml,1.0
55001,python,ml,2.0
55002,python,comp,1.0
55003,python,comp,2.0
55004,python,comp,1.0
55005,python,backend,2.0
55006,python,ml,1.0
55007,python,ml,1.0
55008,python,ml,1.0
55009,python,ml,2.0
55010,python,comp,1.0
55011,python,backend,1.0
55012,python,ml,2.0
55013,python,ml,1.0
55014,python,ml,2.0
55015,python,ml,1.0
55016,python,ml,1.0
55017,python,db,4.0
55018,python,ml,1.0
55019,python,ml,2.0
55020,python,comp,1.0
55021,python,ml,1.0
55022,python,backend,1.0
55023,python,comp,2.0
55024,python,comp,1.0
55025,python,ml,2.0
55026,python,comp,1.0
55027,python,ml,1.0
55028,python,ml,2.0
55029,python,ml,2.0
55030,python,ml,2.0
55031,python,ml,2.0
55032,python,ml,1.0
55033,python,ml,1.0
55034,python,ml,3.0
55035,python,comp,1.0
55036,python,ml,1.0
55037,python,backend,1.0
55038,python,comp,1.0
55039,python,db,1.0
55040,python,ml,1.0
55041,python,backend,1.0
55042,python,comp,1.5
55043,python,ml,1.0
55044,python,ml,1.0
55045,python,ml,1.0
55046,python,comp,1.0
55047,python,backend,1.0
55048,python,ml,1.0
55049,python,comp,1.0
55050,python,ml,1.0
55051,python,ml,1.0
55052,python,ml,2.0
55053,python,ml,1.0
55054,python,ml,1.0
55055,python,backend,2.0
55056,python,ml,1.0
55057,python,ml,2.0
55058,python,db,1.0
55059,python,comp,1.0
55060,python,ml,1.0
55061,python,ml,2.0
55062,python,comp,1.0
55063,python,ml,2.0
55064,python,ml,2.0
55065,python,ml,1.0
55066,python,ml,1.0
55067,python,ml,0.5
55068,python,ml,1.0
55069,python,comp,1.0
55070,python,comp,1.0
55071,python,ml,3.5
55072,python,ml,2.0
55073,python,ml,2.0
55074,python,ml,1.0
55075,python,comp,1.0
55076,python,backend,1.0
55077,python,comp,1.0
55078,python,ml,2.0
55079,python,comp,1.0
55080,python,ml,1.0
55081,python,comp,1.0
55082,python,db,1.0
55083,python,ml,1.0
55084,python,ml,1.0
55085,python,ml,1.0
55086,python,ml,1.0
55087,python,ml,2.0
55088,python,comp,1.0
55089,python,ml,1.0
55090,python,comp,1.0
55091,python,ml,1.0
55092,python,ml,1.0
55093,python,ml,1.0
55094,python,ml,1.0
55095,python,comp,1.0
55096,python,comp,1.0
55097,python,comp,1.0
55098,python,comp,1.0
55099,python,ml,2.0
55100,python,comp,1.0
55101,python,ml,1.0
55102,python,ml,1.0
55103,python,ml,1.0
55104,python,comp,1.0
55105,python,ml,1.0
55106,python,ml,1.0
55107,python,ml,1.0
55108,python,ml,1.0
55109,python,comp,1.0
55110,python,comp,1.0
55111,python,comp,1.0
55112,python,ml,1.0
55113,python,ml,1.0
55114,python,ml,1.0
55115,python,lang,1.0
55116,python,ml,1.0
55117,python,ml,1.0
55118,python,backend,1.0
55119,python,backend,1.0
55120,python,ml,1.0
55121,python,ml,2.0
55122,python,ml,1.0
55123,python,ml,1.0
55124,python,db,1.0
55125,python,ml,1.0
55126,python,ml,1.0
55127,python,backend,1.0
55128,python,game,1.0
55129,python,ml,2.0
55130,python,comp,1.0
55131,python,backend,1.0
55132,python,comp,1.0
55133,python,db,1.0
55134,python,ml,1.0
55135,python,ml,1.0
55136,python,comp,1.0
55137,python,ml,1.0
55138,python,ml,1.0
55139,python,ml,1.5
55140,python,backend,1.0
55141,python,comp,2.0
55142,python,comp,1.0
55143,python,ml,1.0
55144,python,comp,1.0
55145,python,ml,1.0
55146,python,comp,1.0
55147,python,ml,1.0
55148,python,ml,2.0
55149,python,comp,1.0
55150,python,ml,1.0
55151,python,ml,1.5
55152,python,comp,1.0
55153,python,lang,1.0
55154,python,ml,1.0
55155,python,backend,1.0
55156,python,ml,2.0
55157,python,ml,2.0
55158,python,ml,2.0
55159,python,ml,1.0
55160,python,ml,3.0
55161,python,ml,1.0
55162,python,backend,3.0
55163,python,db,1.0
55164,python,ml,1.0
55165,python,ml,1.0
55166,python,ml,1.0
55167,python,lang,1.0
55168,python,ml,1.0
55169,python,backend,1.5
55170,python,ml,1.0
55171,python,ml,2.0
55172,python,ml,1.0
55173,python,ml,1.0
55174,python,ml,1.0
55175,python,lang,1.0
55176,python,ml,1.0
55177,python,ml,1.0
55178,python,ml,2.0
55179,python,ml,1.0
55180,python,comp,1.0
55181,python,backend,1.0
55182,python,ml,2.0
55183,python,ml,1.0
55184,python,comp,1.0
55185,python,comp,1.0
55186,python,lang,1.0
55187,python,ml,1.0
55188,python,ml,1.5
55189,python,comp,1.0
55190,python,ml,1.0
55191,python,comp,1.0
55192,python,ml,1.0
55193,python,ml,2.0
55194,python,comp,1.0
55195,python,ml,2.0
55196,python,backend,1.0
55197,python,ml,2.0
55198,python,ml,1.0
55199,python,ml,1.0
55200,python,ml,1.0
55201,python,ml,2.0
55202,python,db,1.0
55203,python,ml,1.0
55204,python,comp,1.0
55205,python,db,2.0
55206,python,ml,3.0
55207,python,ml,1.0
55208,python,ml,0.5
55209,python,backend,1.0
55210,python,ml,1.0
55211,python,comp,1.0
55212,python,comp,1.0
55213,python,backend,1.0
55214,python,ml,2.0
55215,python,ml,1.0
55216,python,db,2.0
55217,python,ml,1.0
55218,python,comp,1.0
55219,python,ml,1.0
55220,python,ml,1.0
55221,python,db,1.0
55222,python,lang,1.0
55223,python,comp,1.0
55224,python,backend,1.0
55225,python,comp,1.0
55226,python,ml,1.0
55227,python,comp,1.0
55228,python,backend,1.0
55229,python,backend,1.0
55230,python,ml,2.0
55231,python,db,1.0
55232,python,ml,1.0
55233,python,ml,1.0
55234,python,ml,2.0
55235,python,ml,1.0
55236,python,backend,2.0
55237,python,comp,2.0
55238,python,backend,1.0
55239,python,ml,1.0
55240,python,ml,1.0
55241,python,ml,2.0
55242,python,ml,1.0
55243,python,ml,1.0
55244,python,comp,1.0
55245,python,comp,1.0
55246,python,ml,1.0
55247,python,ml,1.0
55248,python,db,1.0
55249,python,ml,3.0
55250,python,ml,1.0
55251,python,db,1.0
55252,python,db,1.0
55253,python,ml,2.0
55254,python,ml,2.0
55255,python,ml,2.5
55256,python,comp,1.0
55257,python,comp,1.0
55258,python,backend,1.0
55259,python,ml,1.0
55260,python,ml,1.0
55261,python,ml,1.0
55262,python,comp,2.0
55263,python,backend,1.0
55264,python,comp,1.0
55265,python,backend,1.0
55266,python,ml,1.0
55267,python,ml,1.0
55268,python,lang,1.0
55269,python,db,1.0
55270,python,ml,1.0
55271,python,ml,1.0
55272,python,db,1.0
55273,python,ml,1.0
55274,python,ml,1.5
55275,python,ml,2.5
55276,python,backend,1.0
55277,python,db,1.0
55278,python,ml,1.0
55279,python,ml,1.0
55280,python,comp,1.0
55281,python,ml,1.0
55282,python,ml,1.0
55283,python,comp,2.0
55284,python,ml,1.0
55285,python,comp,1.0
55286,python,ml,1.0
55287,python,comp,1.0
55288,python,comp,1.0
55289,python,ml,1.0
55290,python,comp,1.0
55291,python,ml,2.0
55292,python,ml,1.0
55293,python,comp,1.0
55294,python,comp,1.0
55295,python,comp,1.0
55296,python,comp,1.5
55297,python,ml,2.0
55298,python,db,1.0
55299,python,ml,2.0
55300,python,comp,1.0
55301,python,ml,1.0
55302,python,backend,1.0
55303,python,comp,1.0
55304,python,ml,1.0
55305,python,ml,1.0
55306,python,comp,1.0
55307,python,ml,1.0
55308,python,ml,1.0
55309,python,ml,1.0
55310,python,backend,1.0
55311,python,ml,1.0
55312,python,backend,1.0
55313,python,ml,1.0
55314,python,ml,2.0
55315,python,backend,2.0
55316,python,backend,1.0
55317,python,ml,1.0
55318,python,comp,1.0
55319,python,ml,1.0
55320,python,ml,2.0
55321,python,backend,1.0
55322,python,comp,1.0
55323,python,ml,1.0
55324,python,ml,1.0
55325,python,backend,2.0
55326,python,ml,1.0
55327,python,ml,1.0
55328,python,ml,1.0
55329,python,ml,2.0
55330,python,backend,1.0
55331,python,ml,2.0
55332,python,ml,1.0
55333,python,ml,2.0
55334,python,lang,1.0
55335,python,ml,1.0
55336,python,ml,2.0
55337,python,game,1.0
55338,python,ml,2.0
55339,python,ml,2.0
55340,python,backend,1.0
55341,python,backend,2.0
55342,python,comp,1.0
55343,python,ml,1.0
55344,python,backend,1.5
55345,python,comp,1.0
55346,python,comp,1.0
55347,python,backend,1.0
55348,python,lang,1.5
55349,python,ml,1.0
55350,python,ml,1.0
55351,python,ml,2.0
55352,python,comp,1.0
55353,python,ml,1.0
55354,python,ml,2.0
55355,python,backend,1.0
55356,python,ml,1.0
55357,python,comp,1.0
55358,python,ml,2.0
55359,python,ml,3.0
55360,python,ml,2.0
55361,python,comp,2.0
55362,python,ml,1.0
55363,python,ml,1.0
55364,python,backend,2.0
55365,python,ml,1.0
55366,python,ml,1.0
55367,python,comp,1.0
55368,python,lang,2.0
55369,python,ml,1.0
55370,python,comp,1.0
55371,python,ml,1.0
55372,python,ml,1.0
55373,python,ml,1.0
55374,python,backend,1.5
55375,python,ml,1.0
55376,python,ml,3.0
55377,python,ml,1.0
55378,python,ml,1.0
55379,python,backend,1.0
55380,python,ml,1.0
55381,python,ml,1.0
55382,python,ml,2.0
55383,python,comp,1.0
55384,python,comp,1.0
55385,python,comp,1.0
55386,python,ml,1.0
55387,python,comp,1.0
55388,python,ml,1.0
55389,python,comp,1.0
55390,python,comp,1.0
55391,python,ml,1.0
55392,python,ml,1.0
55393,python,ml,2.0
55394,python,comp,1.0
55395,python,comp,1.0
55396,python,ml,1.0
55397,python,comp,1.0
55398,python,ml,1.0
55399,python,ml,1.0
55400,python,ml,1.0
55401,python,ml,1.0
55402,python,comp,1.0
55403,python,ml,1.0
55404,python,db,1.0
55405,python,backend,1.0
55406,python,ml,2.0
55407,python,ml,1.0
55408,python,ml,1.0
55409,python,ml,2.0
55410,python,ml,1.0
55411,python,comp,1.0
55412,python,db,2.0
55413,python,ml,1.0
55414,python,ml,2.0
55415,python,ml,1.0
55416,python,comp,1.0
55417,python,ml,2.0
55418,python,ml,2.0
55419,python,backend,1.0
55420,python,ml,1.0
55421,python,ml,1.0
55422,python,ml,1.0
55423,python,lang,1.0
55424,python,comp,1.0
55425,python,comp,1.0
55426,python,comp,1.0
55427,python,comp,1.0
55428,python,ml,2.0
55429,python,comp,1.0
55430,python,comp,1.0
55431,python,ml,1.0
55432,python,ml,1.0
55433,python,ml,1.5
55434,python,db,1.0
55435,python,ml,2.0
55436,python,backend,1.0
55437,python,ml,1.0
55438,python,ml,1.0
55439,python,comp,1.0
55440,python,ml,1.0
55441,python,ml,1.0
55442,python,comp,1.0
55443,python,ml,1.0
55444,python,comp,1.0
55445,python,lang,1.0
55446,python,game,1.0
55447,python,comp,1.0
55448,python,lang,1.5
55449,python,ml,2.0
55450,python,ml,1.0
55451,python,ml,1.0
55452,python,ml,1.0
55453,python,backend,1.0
55454,python,ml,2.0
55455,python,ml,1.0
55456,python,ml,1.0
55457,python,comp,1.0
55458,python,ml,1.0
55459,python,ml,1.5
55460,python,ml,1.0
55461,python,ml,1.0
55462,python,ml,1.0
55463,python,ml,1.0
55464,python,backend,1.0
55465,python,ml,1.0
55466,python,backend,1.0
55467,python,ml,2.0
55468,python,ml,1.0
55469,python,ml,1.0
55470,python,ml,2.0
55471,python,comp,1.0
55472,python,backend,1.0
55473,python,comp,1.0
55474,python,db,1.0
55475,python,comp,1.0
55476,python,backend,2.0
55477,python,ml,1.0
55478,python,comp,1.0
55479,python,ml,2.0
55480,python,ml,1.0
55481,python,ml,1.0
55482,python,ml,1.0
55483,python,ml,1.0
55484,python,ml,1.0
55485,python,ml,1.0
55486,python,ml,1.0
55487,python,ml,1.5
55488,python,ml,1.0
55489,python,db,1.0
55490,python,ml,1.0
55491,python,ml,2.0
55492,python,ml,2.0
55493,python,ml,1.5
55494,python,backend,1.0
55495,python,lang,1.0
55496,python,comp,2.0
55497,python,comp,1.0
55498,python,comp,1.0
55499,python,ml,3.5
55500,python,comp,1.0
55501,python,ml,1.0
55502,python,comp,1.0
55503,python,comp,1.0
55504,python,comp,1.0
55505,python,ml,1.0
55506,python,ml,1.0
55507,python,backend,1.0
55508,python,ml,2.0
55509,python,ml,1.0
55510,python,ml,1.0
55511,python,backend,1.0
55512,python,ml,2.0
55513,python,game,1.0
55514,python,ml,1.0
55515,python,ml,1.0
55516,python,backend,2.0
55517,python,ml,1.0
55518,python,backend,1.0
55519,python,backend,1.0
55520,python,ml,2.0
55521,python,ml,1.0
